source_language,target_language,source_text,target_text
Kidawida,Swahili,Nekunda nijifundishe kiteto kizima.,Nataka kujifunza lugha nyingine.
Kidawida,Swahili,Mkonu ghwa kiw'omi,Upande wa kulia/mkono wa kiume
Kidawida,Swahili,nani ngamzera,Nikamwambia
Kidawida,Swahili,Kwachee lii?,Ulikuja lini?
Kidawida,Swahili,Kwanyikenyi aighu ya mighodi,Kutaneni juu ya migodi
Kidawida,Swahili,Maghesho pacha ghadima kukubonya kubadilike.,Mawazo mengi yanaweza kumfanya mtu awe chizi
Kidawida,Swahili,Siw'ekunda ugho w'ulongozi.,Sitaki huo uongozo
Kidawida,Swahili,nyamandu reka moyo,Wanyama wako hai
Kidawida,Swahili,Baada ya aja dikakaia anduamweri kula ngelo,Baada ya hapo tulikuwa pamoja kila wakati.
Kidawida,Swahili,Waenja mburi mbuw'enyi.,Amewapeleka mbuzi shambani
Kidawida,Swahili,Vilambo viboiswagha suti vikaie va ighu.,Bidhaa zinazotengenezwa lazima ziwe za hali ya juu.
Kidawida,Swahili,Ndoe edukwa ni vua nyingi.,Maporomoko ya ardhi yametokea kwa sababu ya mvua nyingi.
Kidawida,Swahili,Sipatie iriko jhingi,Sijapata jiko lolote
Kidawida,Swahili,Wanake ni akiba ya nakesho yedu.,Watoto ni hazina ya kesho yetu.
Kidawida,Swahili,Isi diwose yadifwane keneka ishima hachi ra kidamu.,Sote tunapaswa kuheshimu haki za binadamu.
Kidawida,Swahili,Elimu yadima kughalusa maghesho na kureda maghaluso.,Elimu inaweza kubadilisha mtazamo na kuleta mabadiliko.
Kidawida,Swahili,Ela oho wuya,Rudi wewe
Kidawida,Swahili,Waw'urie kufuma skulu icho,Alirudi kutoka shuleni juzi
Kidawida,Swahili,Peremende mrongo mfungade,Peremende sabini
Kidawida,Swahili,Mundu umu ukakadeda ndeukunde w'andu w'amu w'idede.,Mtu mwingine akiwa anaongea hataki watu wengine waongee
Kidawida,Swahili,Mayo ni Mdaw'ida?,Mamako ni Mtaita?
Kidawida,Swahili,Ivi vindo veka na harufu ipoie.,Chakula hiki kinanukia vizuri sana.
Kidawida,Swahili,Ofunga ng'ombe,Alifunga ng�ombe
Kidawida,Swahili,Kuseliwe kughora chawucha.,"Usisahau kusema ""asante."""
Kidawida,Swahili,Zighana nanyuma,Angalia nyuma
Kidawida,Swahili,Elimu ni chia yedimisha wandu.,Elimu ni njia ya kuwawezesha watu.
Kidawida,Swahili,Sa ijhi naweenda deko na mndu uwikilo wa magome,Ndio naamini.
Kidawida,Swahili,Uhu mwana wa w'aka uw'ona matuku malacha ughu mwaka,Huyu msichana wa kike ataona masiku  marefu huu mwaka.
Kidawida,Swahili,Nguwo radavara machi,Nguo hutoa maji
Kidawida,Swahili,Ndourumirianagha na w'ambao w'ipinganagha.,Hakubaliani na viongozi wapinzani.
Kidawida,Swahili,Nikafuma ikanisenyi niko nikudumiagha magome,Nikitoka kanisani ndo nitakutumia pesa
Kidawida,Swahili,Naandikisha w'adaw'ana w'engi linu.,Nimesajili wavulana wengi leo.
Kidawida,Swahili,Agho ghose daghiw'onie.,nan
Kidawida,Swahili,Kwaw'ew'angwa ni mayo,Unaitwa  na mama yako
Kidawida,Swahili,Modo ghwaenda,Moto umeendA
Kidawida,Swahili,Aha andu dokuomie,Mahali hapa hapajakauka
Kidawida,Swahili,Waghenyi waloli widakufunya makosa iji kwakosera.,Marafiki wa kweli wanakukosoa unapokosea.
Kidawida,Swahili,Kwadunga machi glasinyi?,Umeweka maji kwenye glasi?
Kidawida,Swahili,Kila ituku   ni ituku iwishi jezoya wuwishi na kuagha ndodo.,Kila siku ni siku mpya ya kuanza upya na kujenga ndoto.
Kidawida,Swahili,Ela uho ungiagha kwa kuidiria mnyangonyi,Lakini aliyeingia kwa kupitia mlangoni
Kidawida,Swahili,Ndew'ishindire misarigho ringi.,Hawajashinda michezo yoyote.
Kidawida,Swahili,Rua ishati,Toa shati
Kidawida,Swahili,Ndodo rako ni riao?,Ndoto zako ni zipi?
Kidawida,Swahili,Kidaw'ida ndokukiichi putu.,Kitaita haukijui kabisa.
Kidawida,Swahili,Wafusika ndeukushingie mavuda.,Ameparara hajajipaka mafuta
Kidawida,Swahili,Itanaha mapemba ghose ghaoma.,Sai yote yamekauka
Kidawida,Swahili,Nawedeka vindo visingie,Napika chakula kitamu
Kidawida,Swahili,Mwalumu ndeuna mavuda,Koroboi haina mafuta
Kidawida,Swahili,Kwaw'eloswa nao,Unaota nawe
Kidawida,Swahili,Omera mapemba.,Kausha mahindi
Kidawida,Swahili,W'arirwa ni kujha vijapendo,Wanatamani kula chapati
Kidawida,Swahili,Uja mundu oka na sarakasi pacha,Mtu yule ana vituko sana
Kidawida,Swahili,Korew'oneki mwaka ghusirie?,Ni nini kilikupata mwaka jana?
Kidawida,Swahili,Awa wiwae widima kupata.,Waliolima wana matumaini ya kuvuna.
Kidawida,Swahili,Ngelo rimu mifugho yadadukwa ni vua .,Mvua hubeba mifugo yetu wakati mwingine
Kidawida,Swahili,Mnyango wanoneka.,Mlango umevunjika
Kidawida,Swahili,Kukora mudi ughu kwadarighidwa niwaisanga,Kuchoma mti huu uliwekwa marufuku na wananchi
Kidawida,Swahili,Sidimagha kurumaghia w'upuzi ghwawo.,Siwezi kuvumilia upuzi wao.
Kidawida,Swahili,W'emanya malagho ghaw'o w'eni.,Wanajua maneno yao wenyewe
Kidawida,Swahili,Erekoo vua mbaa sana ipwau.,Kulikuwa na mvua kubwa jana usiku.
Kidawida,Swahili,Kuseende kusejie vindo vaw'urwa,Usoende kama hujakula chakula maana ishaiva
Kidawida,Swahili,Jaa na vala.,Kula na vidole.
Kidawida,Swahili,Mwana w'aw'emimiza visingisingi,Mtoto anamung'unya peremende
Kidawida,Swahili,W'alimi w'aw'elola mburi raw'o rilagharie,Wakulima wanatafuta mbuzi wao waliopotea
Kidawida,Swahili,Waruda w'andu kila andu uendagha.,Alivutia umati mkubwa popote alipoenda.
Kidawida,Swahili,Waje wai waichi kuvina,Wasichana wale wanajua kucheza
Kidawida,Swahili,Ghko w'uda ghwa ndoe aghadi ya iro mpande iw'i.,Kuna mgogoro wa ardhi kati ya pande hizo mbili.
Kidawida,Swahili,Ujha mdu wafuma kula sana,Yule mtu ametoka mbali sana
Kidawida,Swahili,Soghoria mbenyu machi unyo.,Songezea mwanzako maji akunywe
Kidawida,Swahili,Kwabonya kisaya kudia agho machi,Uumefanya vibaya kumwaga hayo maji
Kidawida,Swahili,Nalomba kuwurie,Naomba urudie
Kidawida,Swahili,Ni oho kwabnya huwu angu ni mundu mzima?,Ni wewe ulyefanya hivi au ni mtu mwingine?
Kidawida,Swahili,Kesho sichaa,Kesho siji
Kidawida,Swahili,Pikipiki yawunjwa kwa mndu waro.,Piki piki imerudishwa kwa mwenyewe.
Kidawida,Swahili,Kwadunga chai sukari sa w'uki.,Umeeweka sukari kama asali kwa chai
Kidawida,Swahili,W~akenya w~ose  diboreshe lukundo,Wakenya wote tuboreshe amani
Kidawida,Swahili,W'ana w'a w'aka w'efwana w'itesighe w'eke mae kwa kazi ra nyumbenyi.,Wasichana wanatakiwa kuwasaidia mama zao kazi za nyumbani.
Kidawida,Swahili,Msekaie na iriso kwa w'andu,Msiwe na wivu kwa watu
Kidawida,Swahili,Nammanyisha law'uke daw'ekwana.,Nimemjulisha kesho kutwa tunakutana
Kidawida,Swahili,Waghenyi wa loli wadakutesia ngelo rikurie.,Marafiki wa kweli wanakusaidia katika nyakati ngumu.
Kidawida,Swahili,Choo kuwade,Kuja uchukue
Kidawida,Swahili,Osindazighana chija mao osindebonya.,Aliangalia alichokuwa akikifanya mama.
Kidawida,Swahili,Waw'esindikira modo nama uche.,Anachochea moto ndo akuje
Kidawida,Swahili,Na nikekotia kwa makongo agha ghiko sana sana ni makongo ghiao,Na nikiuliza kwa sana ni maghonjwa gani yanayowakumba sana huki?
Kidawida,Swahili,Wikakaiya kimusi wikighora,Wakasimama wakasema
Kidawida,Swahili,Kusekeenda mzaw'o!,Usiende kwao!
Kidawida,Swahili,Kwawawona nicha,Unaona vizuri
Kidawida,Swahili,Wukongo ghwa malaria.,Ugonjwa wa Malaria.
Kidawida,Swahili,Kaunga yachee shuu aha ndoenyi.,Dhambi imeenea sana  hapa duniani
Kidawida,Swahili,Daweghenda lombelwa ni mdumiki wa Mlungu,Tunaenda kuombewa na mtumishi wa Mungu
Kidawida,Swahili,W'edeka w'ikishinika w'afumie hao.,Walikuwa wakishangaa walitoka wapi
Kidawida,Swahili,W'azoghori w'engi w'eko sokonyi.,Wachuuzi wengi wamo sokoni.
Kidawida,Swahili,vala,videle
Kidawida,Swahili,W'ikabe kirerende w'ose sejhi w'iko.,Wapige picha wote vile wako
Kidawida,Swahili,Maisha ghebadilika na ghaw'eendelia kughaluka,Maisha yalibadilika na yanaendelea kubadilika
Kidawida,Swahili,Shekeria ya maisha yadima kubonywakuidia bidii.,Kusudi la maisha linaweza kutimizwa kupitia bidii.
Kidawida,Swahili,Sikunde malagho na oho,Sitaki mambo na wewe
Kidawida,Swahili,Ughu Mfumo ghwawediumiza isidiweni wavi maana mashomo gha wana wengi ni isi diweni daweghibonya,Huu mfumo unatuumiza sisi wazazi maana masomo ya watoto wengi ni sisi wenyewe tunayafanya.
Kidawida,Swahili,Ghoka w'uda ghwa mbuw'a aja Chaw'ia.,Kulikuwa na mgogoro wa ardhi huko Chaw'ia.
Kidawida,Swahili,Iruwa jadareda mwengere,Jua huleta mwangaza
Kidawida,Swahili,Rughua ngolo yako.,Fungua moyo wako
Kidawida,Swahili,Mwazoya msarigho,Mmeanza mzaha
Kidawida,Swahili,Wadima kukaiya ichochose ukunde.,Anaweza kuwa chochote anachotaka.
Kidawida,Swahili,Mfugho,mifugo
Kidawida,Swahili,Kaia moyo kukaie na hikima.,Uwe na hekima ukiwa hai
Kidawida,Swahili,Mka orekoghe ilaya oremshingieghe Jesu mavuda.,Mwanamke aliyekuwa malaya alimpaka Yesu mafuta.
Kidawida,Swahili,Mwana oka mlacha ata waw'eshinua w'andu.,Mtoto Yuko mrefu ataanashangaza watu
Kidawida,Swahili,Ilagho ja irangi.,Neno la uhai.
Kidawida,Swahili,Vala,Videle
Kidawida,Swahili,W'ighorie w'iche nakenyi,Waambie waje jioni
Kidawida,Swahili,Nani wamfunguya mnyango?,Ni nani alimfungulia mlango?
Kidawida,Swahili,Kusenienje na iseghe maana sikundagha.,Usinipeleke mbio hua sipendi
Kidawida,Swahili,Warwa marasi,Amevaa matambara
Kidawida,Swahili,Ndooredimieghe kurumira ijo jiidie io ngelo ichenio.,Hakuweza kuamini kilichotokea wakati huo huo.
Kidawida,Swahili,Ihii nyumba yeko na mghunda ghupoie.,Nyumba hii ina bustani ya kupendeza.
Kidawida,Swahili,Vilambo vaoghoshwa.,Vyombo vimeoshwa
Kidawida,Swahili,Ni ilaghio jivisikie jisemanyike mpaka meso gha ngolonyi ghifunguke.,Ni jambo lililofichika lisijulikane hadi macho ya moyoni yafunguke.
Kidawida,Swahili,Shughuli redamba na kuduka w'andu aja Mombasa -Malindi rapata w'asi.,Shughuli za usafiri na uchukuzi katika barabara ya Mombasa- Malindi zimetatizika
Kidawida,Swahili,Ichi Krisimasi hata nimoni nakunde nihoreshe.,Msimu huu wa Krisimasi hata mimi ningetaka nipumzike.
Kidawida,Swahili,Iro nyonyo rarapata vindo vaw'o modenyi.,Ndege hao wilipata vyakula vyao mtoni.
Kidawida,Swahili,Uhu dalegha si Mdaw'ida ungi,Huyu tumekataa si Maita
Kidawida,Swahili,Kwaki kwaweduka mkonu chongo,Mbona unabeba mikono kichwani
Kidawida,Swahili,Kwanekwa marasi,Umepewa matambara
Kidawida,Swahili,Mbuwa yauzwa,Shamba limeuzwa
Kidawida,Swahili,Shaya radalasa iseghe,Diki diki hukimbia mbia
Kidawida,Swahili,Kacha seji kwacha kwaw'uya w'oruw'o.,Ukija vile umekuja utarudi hivyo hivyo
Kidawida,Swahili,Ni checheni nechi,Ndio chenyewe
Kidawida,Swahili,Seji naw'eskira ata sidimagha kuenda,Vile ninavyohisi ata sitaweza kuenda
Kidawida,Swahili,Jesu odojoka farasi.,Yesu alibebwa na farasi
Kidawida,Swahili,Ndouichi kufundisha kizungu.,Hajui kufundisha Kiingereza.
Kidawida,Swahili,Wawemarwa ni meso,Ameshikwa na kizunguzungu
Kidawida,Swahili,Waw'adwa ni dilo,Ameshikwa na usingizi
Kidawida,Swahili,Poilwa ni kila chia ya charo chako.,Furahia kila hatua ya safari yako.
Kidawida,Swahili,Kifu chaw'eluma.,Tumbo linauma
Kidawida,Swahili,Kwalale mana?,Umelalaje?
Kidawida,Swahili,Kwaichi ki cha Mombasa?,Unajua nini kuhusu Mombasa?
Kidawida,Swahili,W'ana w'ake w'ew'adwa w'ikibara mterengo ghwa w'andu.,Watoto wake walipatikana wakivunja mlango wa watu
Kidawida,Swahili,"Ondaw'ikotia aha uenjero, w'ikamzera w'ei oondwa","Alipowauliza alikokwenda, walimwambia kuwa amechukuliwa."
Kidawida,Swahili,Oka kilasi cha kasanu,Ako darasa la tano
Kidawida,Swahili,Oho ko mwana wani keni?,Wewe ni mtoto wa nani?
Kidawida,Swahili,Wehiya kiwiwi nyumba yendawada modo,Walichomeka vibaya nyumba iliposhika moto
Kidawida,Swahili,Matinga ghadakundwa ni chovu,Tikiti maji hupendwa na ndovu
Kidawida,Swahili,Nabooilwa kwa wulalo ughu.,Nafurahi kuwa na fursa hii.
Kidawida,Swahili,W'ifuye w'ambenyu w'ughoma,Samehe wenzako 
Kidawida,Swahili,Kuw'uya nyuma ndekuko putu,Hakuna kurudi nyuma kabisa
Kidawida,Swahili,W'omi w'itesiagha kulima.,Wanaume watasaidia kulima.
Kidawida,Swahili,W'aw'eobua kirerendi chake,Anaoghopa kivuli chake
Kidawida,Swahili,Sighana na malagho agho,Wachana na hayo maneno
Kidawida,Swahili,Napoilwa shuu.,Nimefurahi sana.
Kidawida,Swahili,Bonya indo ja mwisho,Fanya kwa mara ya mwisho
Kidawida,Swahili,Uhu ni mwanidu mtini,Huyu ni ndugu yangu mdogo
Kidawida,Swahili,W'ughanga ghobia,Dawa ni kali
Kidawida,Swahili,W'aisanga w'eamua kungia siasa.,Wananchi wameamua kugombania siasa.
Kidawida,Swahili,Nani wadumbua Iua,Nani amekata Maua
Kidawida,Swahili,Uhu mwana  oka na malagho pacha.,Huyu mtoto akona maneno mengi zaidi.
Kidawida,Swahili,Kujifunyira kwa wazima kwadareda kuboilwa kwa loli.,Kujitolea kwa wengine huleta furaha ya kweli.
Kidawida,Swahili,Jesu ukaw'uya diw'ose didaruka,Tutafufuka yesu akirudi
Kidawida,Swahili,sumu ya choka yadabwagha,Sumu ya nyoka yaua
Kidawida,Swahili,W'ai ndew'ipoie,Wasichana sio wazuri
Kidawida,Swahili,Idime kwasinda kukinya diii,Leo yote kumekua kukinyesha
Kidawida,Swahili,Kusekesirimika ngolo bwana okwaeni,Usihunike moyo mungu apo
Kidawida,Swahili,Kumkunde mmbenyu sa iji koni kukukundagha kumoni.,Mpende jirani yako kama nafsi yako.
Kidawida,Swahili,W'adamu ni lazima w'ije eri w'ikaie kimoyo.,Binadamu lazima wale ili waishi.
Kidawida,Swahili,Sikundikie nilile kisha,Sitakikani nilie ovyo
Kidawida,Swahili,Mwakio wadumwa idukenyii ukalegha,Mwakio ametumwa dukani akakataa
Kidawida,Swahili,Mamaba w'akaia machinyi.,Mamba wanaishi ndani ya maji.
Kidawida,Swahili,W'aw'emarwa ni meso,Ameshikwa na kizunguzungu
Kidawida,Swahili,Ilagho ibaha Mlungu ni mucha,"Mungu ni mwema, hilo ndilo jambo kuu"
Kidawida,Swahili,Wana waida mtihani,Wanafunzi wamepita mitihani
Kidawida,Swahili,Odeja mpaka ukadungwa machi,Alikula hadi akamwagiwa maji
Kidawida,Swahili,Omoni nio kilongozi wa timu.,Yeye ni kiongozi wa kikundi.
Kidawida,Swahili,Ngasu mbaa.,Siri kubwa.
Kidawida,Swahili,Nakughorie ini nakirilo,Nilikwambia niliokoka
Kidawida,Swahili,Malagho gha kala ghiachuria kuliw'ika,Mambo ya zamani yataendelea kusahaulika
Kidawida,Swahili,Kila ilagho jidimikana kwa bidii,Kila kitu kinawezekana kwa bidii.
Kidawida,Swahili,Kulale diw'onana kesho.,Lala tuonane kesho
Kidawida,Swahili,Naw'ekunda nikuneke marughu.,Ninataka nikupatie ndizi.
Kidawida,Swahili,Nidungie machi gha modo niende ogha,Niwekee maji ya moto nikaoge
Kidawida,Swahili,Kwakunde kuenda masanga gha noko?,Unataka kuenda nchi za nje?
Kidawida,Swahili,Ini ni mwana wa kiwomi kedu,Mimi ni mtoto wa kiume kwetu
Kidawida,Swahili,Zighanenyi kiimbiri,Angalieni mbele
Kidawida,Swahili,Oka na choyo sa mae.,Ana uchoyo kama mamake
Kidawida,Swahili,Agha matuku otaruma sa sindano.,Sikuizi amekonda kama sindano
Kidawida,Swahili,Kwa itanaa sine ilagho jekughoria.,Kwa sasa sina jambo la kukuambia.
Kidawida,Swahili,Koko aeni nechi,Uko?
Kidawida,Swahili,Nedew'ona choka mighondinyi.,Niliona nyoka mlimani
Kidawida,Swahili,Odaika chofi yose.,Alitapika pombe yote.
Kidawida,Swahili,W'ana w'atini w'aw'efagia ikanisa,Watoto wadogo wanafagia kanisa
Kidawida,Swahili,Nguwo rose ralua,Nguo zote zimechafuka
Kidawida,Swahili,Mwengere ghwalaghaya,Mwangaza umepotea
Kidawida,Swahili,Nekunda nifume nendeoda iruw'a.,Nataka kutoka nje niote jua.
Kidawida,Swahili,Kawadana na omoni udakulaghasha,Ukifuatana naye atakupotosha
Kidawida,Swahili,Kameria kuja vindo ni nicha kunyo machi,Ukimaliza kula chakula ni vizuri ukunywe maji
Kidawida,Swahili,Madedo ghake gheka ghizamie,Maneno yake ni mabaya
Kidawida,Swahili,Seremmanyireghe inyo.,Siwajui nyinyi.
Kidawida,Swahili,Kushoma ni chia iboiye ye shoma/Manya.,Kusoma ni njia bora ya kujifunza.
Kidawida,Swahili,Mndo oose wadima kureda maghaluso.,Mtu yeyote ana uwezo wa kufanya tofauti.
Kidawida,Swahili,Kwadiredia kii?,Umetuletea nini?
Kidawida,Swahili,W'adarwa nguw'o ndacha.,Wanavaa nguo ndefu
Kidawida,Swahili,Wareda sufuria mbaha loli loli edeka mchele,Ameleta sufuria kubwa kweli ya kupikia wali
Kidawida,Swahili,Odeinja nguku mafuri ,Alimtoa kuku manyoya
Kidawida,Swahili,Odeka ukijighwa ni ghimbe.,Alikuwa anaumwa na kisigino
Kidawida,Swahili,Waje wandu wesuana,Watu wale wanachukiana
Kidawida,Swahili,Koichi kilongozi uwao dawida,Unajua kiongozi gani Taita
Kidawida,Swahili,Kwakii kwazera mghosi huw'o?,Kwanini umeambia mzee hivyo?
Kidawida,Swahili,Uja muundu,Yule mtu
Kidawida,Swahili,wajhoka mghondi,Amepanda mlima
Kidawida,Swahili,Hee nadima kutambua na kutumbulia makoto gha kiswahili.,"Ndio, ninaweza kuelewa na kujibu maswali ya Kiswahili."
Kidawida,Swahili,Dilipie agha mapera angu disekelipa.,Tulipie haya mapera au tusilipe?
Kidawida,Swahili,Lukundo lwa Jesu ndelusiagha,Upendo wa yesu hua hauishi
Kidawida,Swahili,Mwaw'uka mana?,Mmeamka salama?
Kidawida,Swahili,Kelvin wadakaia na kukaliakalia kwingi,Kelvin hukuwa na kudanganyadanganya kwingi
Kidawida,Swahili,Navae w'eke mao w'ose w'aw'i.,Tumezaa mama zetu wawili.
Kidawida,Swahili,Kalalmu yawepotoka.,Kalamu inaanguka.
Kidawida,Swahili,Kimanga nicho vindo tiki va Kidaw'ida,Kimanga ndicho chakula halisi cha Wataita.
Kidawida,Swahili,Kwaki kwaw'iazamilwa ni ini?,Mbona unanikasirikia?
Kidawida,Swahili,Neko na mkanda ghonekana,Niko na mkanda wa kupeana
Kidawida,Swahili,Waenja mngulu ikanisenyi,Amepeleka maharagwe kanisani
Kidawida,Swahili,Nadumwa kinyangenyi.,Nimetumwa sokoni
Kidawida,Swahili,Nguluma radima kukaia na ngozi iko na misharia.,Samaki wanaweza kuwa na ngozi yenye mistari.
Kidawida,Swahili,Mao wafuma mbuwenyi,Mama ametoka shambani
Kidawida,Swahili,Kila mundu oko na chughano rake weikeri ye ghora.,Kila mtu ana hadithi ya kipekee ya kusimulia.
Kidawida,Swahili,"Nendam'w'ona w'oruw'u, nikamkunda","Mara nilipomwona, nilimpenda mara moja."
Kidawida,Swahili,Deka na irumirio na wandu wose,Tuko na matumaini na kila mtu
Kidawida,Swahili,Devalwa w'engi.,Tulizaliwa wengi.
Kidawida,Swahili,Nasilwa,Nimechoka
Kidawida,Swahili,Mneke vindo shwa kwa shwa.,Mpatie chakula haraka haraka
Kidawida,Swahili,Wonyera wielelwe,Waonyeshe waelewe
Kidawida,Swahili,Lukundo lwa kichuku ,Upendo wa familia ni wa kipekee.
Kidawida,Swahili,elfu ikumi na inya,Elfu kumi na nne
Kidawida,Swahili,W'andu w'edechua ela w'ajie w'ose.,Watu walijaa lakini walikula wote
Kidawida,Swahili,Wuli ghwakeghwachika,Kitanda chake kimevunjika
Kidawida,Swahili,Iyo kampuni eka na ofisi kila andu w'urumwengunyi.,Kampuni hiyo ina ofisi kila mahali ulimwenguni.
Kidawida,Swahili,Hata dikafuma ndedidukagha kindo chingi,Hata tukitoka hatutabeba chochote
Kidawida,Swahili,Wadawana walazi walagha chofinyi.,Vijana wengi wamepotelea kwa pombe.
Kidawida,Swahili,Mfu ghwasia,Unga umeisha
Kidawida,Swahili,Mburi resinda fwasha mapemba ghapo mbuwenyi,Mbuzi zilikuwa zinakanyaga mahindi shambani kwangu
Kidawida,Swahili,Ihii nyumba yeko na mtindo ghwa itana.,Nyumba hii ina muundo wa kisasa sana.
Kidawida,Swahili,W'aseya kidombo kwa kifumbi chake,Amekaa kwa kiti chake
Kidawida,Swahili,Kwadadeda na lwaka lwa ighu,Hua unaonhe kwa sautimya juu
Kidawida,Swahili,Sighenyi mmbenyu,Wachaneni na mwenzenu
Kidawida,Swahili,Nekunda chai,Nataka chai. 
Kidawida,Swahili,Mjoka nguro mpaka usee.,Mpanda ngazi hushuka.
Kidawida,Swahili,Nakuneka wuloli ghose.,Mimi nimekupa ukweli wote.
Kidawida,Swahili,Ugho mzozo ghwakaie kwa ngelo ndacha.,Kumekuwa na mzozo huo kwa muda mrefu.
Kidawida,Swahili,Moda ghwachua,Mto umejaa
Kidawida,Swahili,Ishati jakabwa pasi,Chati limepighwa pasi
Kidawida,Swahili,Nechi icho odukwa duu ni igare,Juzi alibebwa na gari bila kulipa nauli
Kidawida,Swahili,Nanywa chai cha mariw'a.,Nimekuny chai cha maziwa.
Kidawida,Swahili,Mwatukituki warahisisha mawasiliano kwa kiwango kibaa,Simu zimerahisisha mawasiliano kwa kiwango kikubwa
Kidawida,Swahili,Kitoi chekabwa ni wandu,Mwizi alipigwa na watu
Kidawida,Swahili,Nagua kishimandu chapo chedumbua mbogha.,Nimenunua kijidude changu cha kukata mboga.
Kidawida,Swahili,Daw'ezumua mapemba,Tuna dondoa mahindi.
Kidawida,Swahili,Nadiwa kuwona nyerinyeri kioghadi.,Naweza kuona nyota wakati wa usiku wa manane.
Kidawida,Swahili,Bahari yeko na nyamandu reshunua.,Bahari ina viumbe wa kushangaza.
Kidawida,Swahili,Mndungi ndewaw'iabora na kukaba chukeleghele.,Hakuna mtu anayeimba au kupiga vigelegele.
Kidawida,Swahili,Rwa nguwo ra ishima,Vaa nguo za kujistiri
Kidawida,Swahili,Mrighiti wasindekunda magome ghake.,Daktari alikuwa anataka pesa yake
Kidawida,Swahili,Kwafumaa hao?,Umetoka wapi?
Kidawida,Swahili,Warughudia sa mndu usindedudugha.,Antokwa na jasho kama mtu aliyekuwa akikimbia.
Kidawida,Swahili,Mzaw'o w'eko na marughu.,Kwao Wana ndizi
Kidawida,Swahili,Wikaka wiseghalukie witotagha.,Kama hawatarekebika watakuwa wameangamia.
Kidawida,Swahili,Mungu madinekia akili na maarifa.,Mungu ametujaalia akili na busara.
Kidawida,Swahili,Mviringo ghwa machi ni suti kwa mzi.,Mzunguko wa maji ni muhimu kwa mazingira.
Kidawida,Swahili,Oenjwa jela.,Alipelekwa jela.
Kidawida,Swahili,W'ughanga ghwapo ghwasia.,Dawa yangu imeisha
Kidawida,Swahili,Nawelunwa ni kifu,Naumwa na tumbo
Kidawida,Swahili,Wakio wowingwa skulu,Wakio alifukuzwa shuleni
Kidawida,Swahili,Wadaboilwa ni kukasa na chumbo.,Anapenda sifa na muziki.
Kidawida,Swahili,Kwadeka chapati rikurie kuu sa magho,Umepika chapati ngumu kama mawe
Kidawida,Swahili,W'aw'iatumia kuagha w'urigha ra chupa ra plastiki na sena kutumia panda.,Ikiwa ni pamoja na kujenga ua kwa kutumia chupa za plastiki na kutumia manati kuwafurusha.
Kidawida,Swahili,W'andu w'isemanyikie w'aw'adwa.,watu  wasiojulikana wameshikwa
Kidawida,Swahili,W'andu w'adeka putu chonyi dije.,Watu washamaliza kupik KUJENI TULE
Kidawida,Swahili,Mumi wake ndezereloghe.,Bwanake hakuambia.
Kidawida,Swahili,W'alegha putu,Amekataa kabisa
Kidawida,Swahili,Nalola mngulu kose nikasow'a.,Nimetafuta maharagwe kote nikakosa
Kidawida,Swahili,Iji wakakosera kwa ilagho jingi.,Iwapo amekukosea kwa lolote.
Kidawida,Swahili,Naw'eenda kaba kura Ghazi,Ntaenda kupiga kura huko ghazi
Kidawida,Swahili,Kwaw'iaenda hao bwana?,Unaenda wapi bwana?
Kidawida,Swahili,Simanyaa kama waduwaa loli.,Sidhani kama yuko kweli
Kidawida,Swahili,Nakunde kuvoya kwa mlungu na kufunya chawucha,Nataka kujitoa kwa mungu na kutoa shukurani
Kidawida,Swahili,Kushoma vuo ni chia ye elimika.,Kusoma vitabu ni njia ya kuelimika.
Kidawida,Swahili,Kwawekunda kunikalia,Unataka kunidanganya
Kidawida,Swahili,W'andu w'elisa ngelo ra Kidaw'ida. ,Watu wamezoea wakati wa kitaita
Kidawida,Swahili,Vindo vaka ghali.,Chakula kimekuwa na bei.
Kidawida,Swahili,Simkabiaa kura.,Sitampigia kura.
Kidawida,Swahili,Marenge ghew'oa ghose.,Malenge yameoza yote
Kidawida,Swahili,Sharia refwana righaluso.,Sheria zinafaa kubadilishwa.
Kidawida,Swahili,Ndeo wakuzerie wada,Baba yako alikuambia nini?
Kidawida,Swahili,Kwaneka ng'ombe mfu?,Umepea ng'ombe unga?
Kidawida,Swahili,kilole chapo chabarika,Kioo changu kimevunjika
Kidawida,Swahili,Mifugho yawelishwa.,Mifugo inalishwa.
Kidawida,Swahili,Naw'ejisuwa mumbi mlazi simanya nikii.,Najikuna mwili wote sijui kisa ni nini
Kidawida,Swahili,wawedidia,Ananuka vibaya
Kidawida,Swahili,Dumbueni visiki,Kateni hiyo nyama
Kidawida,Swahili,Dighenda ikanisenyi,Tutaenda Kanisani
Kidawida,Swahili,Weke wawa wadanekana marasimio kwa viwawa vawo,Kina bibi hupeana baraka kwa wajukuu wao
Kidawida,Swahili,W'urumengu ghoko na malagho.,Dunia ina mambo
Kidawida,Swahili,Kashoma nicha kupata kazi,Ukisoma kwa bidii utafaulu kazi
Kidawida,Swahili,Mwai wape nuo unekelo mali rapwaw'o.,Binti yake alitajwa kama mrithi wa utajiri wa familia.
Kidawida,Swahili,Ini na oho,Mimi na wewe
Kidawida,Swahili,W'idedagha kiteto chisetambukagha.,Wanaoongea lugha iyotambulika.
Kidawida,Swahili,Kaw'ika nyamandu mzinyi kurizighane nicha.,Wameweka wanyama nyumbani mziangalie vizuri
