source_language,target_language,source_text,target_text
Kalenjin,Swahili,mutyo matinye sainyu,Samahani sina saa yangu
Kalenjin,Swahili, Kikwong oche koger tukuk che ngulei eng sukulit ne bo barak,Alishangaa sana kuona kuwa mambo chuoni yalikuwa tofauti.
Kalenjin,Swahili,kindeni makutikap kapisishet,Kuweka utaratibu wa umwagiliaji.
Kalenjin,Swahili,Ng'oo ne kayai kii?,Nani amefanya jambo hili?
Kalenjin,Swahili,Karan kora kero yakweyet ab ng'ung'unyek kotko tos yai minutik ko rut anan oloo,Ni muhimu pia kuzingatia rotuba ya mchanga iwapo inaweza kumeesha mimea au la. 
Kalenjin,Swahili,Ip kerichek chu eng kwenut ab amitwogik,Chukua dawa hii kati ya milo
Kalenjin,Swahili,Kolecho ne nyaisei kole mata amishe mising,Daktari aliniambia nisile sana
Kalenjin,Swahili,kiabaibaitu ne makimwoeee,Nimefurahi sana.
Kalenjin,Swahili,Kobar koristo taptok tugul,Baridi iliua maua yote
Kalenjin,Swahili,Kigonon amitwogik ago robinik kogeny,Alinipa chakula na pesa pia
Kalenjin,Swahili,Konyiti akuchonei biik chebo barak eng' bororiet.,Anaheshimu na anapenda watu ambao ni wa kiwango cha juu cha kijamii.
Kalenjin,Swahili,"Weeriinnyu, ameutyee kaneetisyennyu, ago ingoriip `muguleldang'ung' ng'atuutikyuk;","Mwanangu, usiisahau sheria yangu, Bali moyo wako uzishike amri zangu."
Kalenjin,Swahili,Kimie kotkoim komwowo iman,Alikuwa mwema vya kutosha kuniambia ukweli
Kalenjin,Swahili,Matitinyo ya kakusir koskoleng'utab sait taman ak oeng' ,Usifike baada ya saa kumi na mbili jioni
Kalenjin,Swahili,"kinget sikindet kokikakotishan komwaita mayowe amu kingemee lakwet,kingololchi sugul ak kifuja,kokoito ropinik akometa ngalek chichang","Huyo mzazi alikuwa ametishia kumshtaki Mayowe kwa kumharibia mtoto wake lakini kwa ushawishi wa shule na Kifuja, alikubali fidia akaacha mambo mengi."
Kalenjin,Swahili,Eng jumambili kokinetech mestowot akobo chamnyet ab kristo eng biik tukul,Jumapili tulifunzwa upendo wa Yesu kwa watu wote 
Kalenjin,Swahili,kindekan barasekab wasirik koki nebo ng'echeretab kimnatet eng' tututikab emet.,Waziri wa zamani wa baraza la mawaziri aliwahi kuwa Mwenyekiti Mtendaji wa Mamlaka ya Mipango ya Kitaifa.
Kalenjin,Swahili,kiluban kambinit noto mpiret ab kelto nekikiturekei kenyini.,Kampuni hii ya mawasiliano itadhamini mashindano ya mpira wa wavu mwaka huu.
Kalenjin,Swahili, Kibak korutechi chamanik kwak. ,Wameenda kuwatembelea wapenzi wao.
Kalenjin,Swahili,Chang lakok che peku ingesiche.,Watoto wengi hukufa wakizaliwa
Kalenjin,Swahili,ne kotateleli robta korobon mising',"Badala ya kusimama, mvua iliongezeka"
Kalenjin,Swahili,Mete kityo ande kabuatutik chuk kibageng'e,Acha tu nikusanye mawazo yangu
Kalenjin,Swahili,Kiakwong' ye kiagas kole maame piik ingwek.,Nilistaajabu niliposikia kuwa kweli watu hawali mboga za majani.
Kalenjin,Swahili,matiyutyen ikoite robinik chebo serisietab gei,Usisahau kulipa ada yako ya usajili.
Kalenjin,Swahili,mito kamugeet netos koyayak kanyuiset eng oret netenden amu maoo oret , uwezo wa kusababisha ajali barabara nyembamba huwa hazina nafasi 
Kalenjin,Swahili,Kinyoru keturek tugul eng' keteshet ab Kabatik,Mbolea hupatikana kwnye kituo zote za ukulima
Kalenjin,Swahili,Koto peteyot ngot komuch inai kiy ake tukul,Nipe pete ikiwa utagundua chochote
Kalenjin,Swahili,Luu asista akmm,Jua linachomoza angani juu.
Kalenjin,Swahili,Ngetetiat ab tuga ko keturek,Samadi ya ngombe ni mbolea
Kalenjin,Swahili,ye me amisie komye ko mumetinye kamuget iyai boisinikab kwekeny,Usipokula vizuri utashindwa kufanya kazi za kawaida
Kalenjin,Swahili,Wendi mama mbar ,Mama anaenda shamba
Kalenjin,Swahili,kikiete koliban robinik asikumong'u eng' korkpret,Waliwanyima dhamana.
Kalenjin,Swahili,"yankiwolei keswek,komii kaimutie neoo amun ibei kasarta nekooi nyung'unyek asikoyan keswek alak chetet","Wakati wa kubadilisha mbegu, huwa kuna changamoto kubwa kwa sababu  mchanga huchukua muda mrefu kukubali aina tofauti ya mbegu.."
Kalenjin,Swahili,Tinyei kenyishiek cheyome koguiyo,Ana umri wa kutosha kuelewa
Kalenjin,Swahili,ango kitunye kamonut eng icheek ko mongen,Iwapo bora ilikuwa na maana kwao basi sijui.   
Kalenjin,Swahili,"Eechen tuga ako koen kuinoig kwak , mengech kechirek ako nwagen kuinoik kwak.","Ng'ombe ni wakubwa na pembe zao ni ndefu, kondoo ni wadogo na pembe zao ni fupi."
Kalenjin,Swahili,manget mising' akobo kompyuta,Sijui mengi kuhusu kompyuta
Kalenjin,Swahili,Tinye poipoiyet Cheptoo ak Chepkoech,Cheptoo na Chepkoech wana furaha
Kalenjin,Swahili,Anyiny kot kainengugn Jesu mami neu inye,Jina lake Yesu ni tamu kupita na hakuna aliye kama wewe
Kalenjin,Swahili,Somanetab  barak kogigitau au?,Chuo kikuu hiki kilianzishwa lini?
Kalenjin,Swahili,Mi ngolit ne makoi kekosan kengalalee tuwai,Sina budi kuzungumza nawe kuhusu jambo fulani
Kalenjin,Swahili,Tom inyoru kit ne kecheng'e?,Hujapata kitu ulichokuwa ukitafuta?
Kalenjin,Swahili,Chomnyet kou lapkeiyet eng muguleldo.,Mapenzi ni kama mwanga moyoni.
Kalenjin,Swahili,matirut seru,usidunge masikio
Kalenjin,Swahili,tinyei ketit nino logoek che sakawet,Mti ule unatoa matunda ambayo ni sumu
Kalenjin,Swahili, Kaborunee eng mbarani koboiboik ochei.,Mandhari katika bustani hii inapendeza sana.
Kalenjin,Swahili,kikiinyalil biik chechjang eng tekso notok,Watu kadhaa waliteswa kutoka kwa jengo hilo.
Kalenjin,Swahili,Ameeshe anyun chengering chekiyai,Basi usikinai machache uliyoyatenda.
Kalenjin,Swahili,Kisus sisiik eun nyi., Mchwa akauma mkono wake.
Kalenjin,Swahili,nyo ko kaichelewan inyoru lakwee ko mo nenguu,Chelewa chelewa utapata mwana si wako  eti.
Kalenjin,Swahili,Inye inyendet ko chi ineke ne tos ayan ,Wewe ndiye mtu pekee ninayeweza kuamini
Kalenjin,Swahili,Amairo ichek anan koger,nao wasione wala kutazama.
Kalenjin,Swahili,Tinye kitatabuni pichainik chechang,Kitabu hiki kina picha nyingi
Kalenjin,Swahili,Kimwae kongoi eng tupcheshek,Tunashukuru kwa baraka za familia.
Kalenjin,Swahili,Iboru kito ne kachoran kito ne amwae,Mchoro huu utaonyesha ninachomaanisha
Kalenjin,Swahili,mekat ko kirurio komye amitwogik tugul,Chakula chote kinafaa kuwa kimeiva vizuri
Kalenjin,Swahili,Amache apun ni konyil age,Ninataka tu kulipitia hili kwa mara nyingine
Kalenjin,Swahili,Kipendi  ainek karamun peek,Tunaenda mtono kuchota maji.
Kalenjin,Swahili,Tos ibwati ile roboni raini?,"Je, unafikiri leo kutanyesha?"
Kalenjin,Swahili,Manoni kito ne kiboisiondoi mashinit ni,Sikumbuki jinsi ya kutumia mashine hii
Kalenjin,Swahili,Kisaisaiya kwandanyu agobukwo beekab kong,Baba yangu alinibembeleza na akanipanguza machozi
Kalenjin,Swahili,nyalilen ngoroik,nguoni mbichi
Kalenjin,Swahili,Che nyaise che uchot komuch keisto eng' boishet si koek kanetutiet eng piik alak,Madaktari kama hawa wanapaswa wafutwe kazi ili wafundishwe adabu.
Kalenjin,Swahili,kikimakchini kong'alal,Walimtaka aache kuongea.
Kalenjin,Swahili,ker nambeshek ab simet eng kitabut ab simet,Angalia nambari kwenye kitabu cha simu
Kalenjin,Swahili,kaa u rewot sobeet?,Maisha kumbe umande?
Kalenjin,Swahili,Poipoiyennyu ko aro kopoipoen lagok chuk,Furaha yangu ni kuwaona wanangu wakiwa na furaha
Kalenjin,Swahili,Amu kolset ab minutik kenyoru amitwog'ik,Kwa ajili ya ukulima tunapata chakula
Kalenjin,Swahili,Nenyo emet komugul ameus anan ipiste chito aketugul amu kiilalok ab Kwanit agenge,na usije ukamdharau mtu yeyote maana sisi ni watoto wa Baba mmoja
Kalenjin,Swahili,aloe milet,nabeba mizigo
Kalenjin,Swahili,Kale okilot  kanye  kasishek ab chorset che chang,Wakili alisema kwamba wanatarajia kesi nyingi za wizi wakati huu.
Kalenjin,Swahili,Kaimutik chebunei kandoik ab bik ko chang nea,Shida nyingi anazozipitia kiongozi wa watu
Kalenjin,Swahili,Tinye kibet Kelchin kole makibar,Kibet alikuwa na bahati kwamba hakuuawa
Kalenjin,Swahili,Makwech kemeny eng kalyet ak keriib yamdaet nebo Tamirmirienyi,Anata tuishi kwa amani na tuchunge uwepo wa Roho wake
Kalenjin,Swahili,Kiyowe ataben Sinema ak Tom ye kingobek boisiet ,Nilienda kutazama sinema na Tom baada ya kazi
Kalenjin,Swahili,atinye lagok che tinyei konyit,nina watoto watiifu
Kalenjin,Swahili,Mabau chi mbaronik ab bororiet,Ardhi ya umma wengi sio chini ya umiliki wa kibinafsi.
Kalenjin,Swahili,Kupir beek zeze ko urerie ne kararan ako boto tiongii ak biik.,Kuogelea mbwa ni mchezo wa kuvutia unaoshirikisha wanyama na wanadamu.
Kalenjin,Swahili,"Ang'ii, ilin tos walak atabet ab emoni?","Je, unadhani hali ya nchii hii taimarika?"
Kalenjin,Swahili,Kokimwoch akine matikwo,Alishauriwa naye asiende
Kalenjin,Swahili,Chopkei eng tiemutikap muguleldo chebo keiyangei,Jitayarishe kwa mitihani kwa moyo wa kujiamini.
Kalenjin,Swahili,Kikenaigei konete keny,Tumefahamiana tangu utotoni
Kalenjin,Swahili,Kamet nemoungen rubet ngomanyor lakwenyi kiy neomei,Mama asiyefahamu njaa iwapo kitoto chake hakijapata cha kutia mdomoni.
Kalenjin,Swahili,Homebozys  ko  koinam komie  kasari ,Homeboyzs walianza  vizuri msimu hii
Kalenjin,Swahili,Kechopis ko oret nebo kebois kipakenge eng kapchi,Kupika ni njia ya kushirikiana katika familia.
Kalenjin,Swahili, Kingen kole iitu serii ab logoiiwek kokweengwa kongalal ak Haji,Walijua lazima wanahabari leo  watafika kijijini kumuhoji Haji.
Kalenjin,Swahili,Awendi anne ole kisomane konyil agenge eng wikit,Mimi huenda kwenye maktaba angalau mara moja kwa wiki
Kalenjin,Swahili,kikokararanitu komoswek choto ako tetesetai bik ab mungaresiek kwai,Mahali hapo pameimarika na watu  wataendeleza biashara yao
Kalenjin,Swahili,nyoru serikalit konunoik eng' che bunu robinik che kikochini kiboitinik kotes emet kowo tai.,Serikali hupata ushuru katika mishahara hii ili kuendeleza nchi isonge mbele.
Kalenjin,Swahili,Boisie kipsomaninik che chang mtandaoit kosomonik.,Wanafunzi wengi wanatumia mtandao kusoma.
Kalenjin,Swahili,Teche serkali  nebo oretinek  oratingwet  ,Wizara inaunda barabara 
Kalenjin,Swahili,Amitwogik che anyiny koipu boinoiyet,Chakula kitamu huleta furaha
Kalenjin,Swahili,Kiine sigimeche kongalalyo Kip ago cheli,Kwa nini Kip alitaka kuzungumza na Cheli
Kalenjin,Swahili,Kimwa kole kibor kandoindet neya Ruto kindakosan konam Arap Kipchirchir eng ngecheret,Alisema kuwa Rais Ruto alionyesha  uongozi mbaya alipokosa kumtoa Bw. Kipchirchir kwenye kiti
Kalenjin,Swahili,Ame werto mkatiat,mvulana anakula mkate.
Kalenjin,Swahili, Kakobek kasarta nyu eng ngony kwondonyuu.,Muda wangu duniani umeisha kwa sasa mke wangu.
Kalenjin,Swahili,kikichor robinikchu wikit ne kosirto,Pesa yangu iliibiwa wiki iliyopita.
Kalenjin,Swahili,kap chi ko chamiet ak baibaiet,Familia inakua kwa upendo na furaha
Kalenjin,Swahili,ngo taret serikalit kochop oratinwek,Serikali ifanye jitihada kutengeneza barabara
Kalenjin,Swahili,Laitoriat ap timin ng'etundo.,Simba ndiye mfalme wa msitu.
Kalenjin,Swahili,"Chito neribe emet nebo iman koborchinige agoba tuguk chemi tainyin,amu chame kiit nemi let nenyi","Askari wa kweli anapigana sio kwa sababu anachukia yaliyo mbele yake, lakini kwa sababu anapenda kile kilicho nyuma yake."
Kalenjin,Swahili,Tewo mieindo.,Nijaze wema.
Kalenjin,Swahili,Kokotau kosir Chemosop tyenwogik che kilosune Kiptaiyat.,Chemosop ameanza kuandika nyimbo za kumsifu Mungu.
Kalenjin,Swahili,Eng imanda kimameche koyayak gii ,Kwa kweli sikukusudia hili litokee
Kalenjin,Swahili,kikichorenan lolet ne mining' eng' basit,Niliibiwa pochi yangu kwenye basi
Kalenjin,Swahili,Eng imanda magelun,Kusema kweli huna bahati.
Kalenjin,Swahili,boto ngoroik ak mashinisiekab karisiek che kiibu kobunu China,"Baadhi ya bidhaa tunazoagiza kutoka China ni nguo, mashine na magari."
Kalenjin,Swahili,abistei cje kakisich eng arawet agenge,Wanapozaliwa ninawaacha kwa muda wa mwezi mmoja
Kalenjin,Swahili,koibeet sobet agenge eng' saramek,Mmoja wa mapacha alikufa.
Kalenjin,Swahili,karik che bune barak ko ndegeit ak parachutit,"Vyombo vya hewani ni kama vile : eropleni, puto ya hewa na joto la parachuti."
Kalenjin,Swahili,nyoluu kokirgei murenik che chemoitin,Hivyo ni jukumu la wanaume wenye tamaa ya kifisi kujidhibiti.
Kalenjin,Swahili,"Itinye sigaret ii? ""Woi atinye, lakini matinye kiperitit"".","Una sigara? ""Ndio, lakini sina kiberiti."""
Kalenjin,Swahili,Inetisye kanetik eng' sukul,Walimu wanafundisha shuleni
Kalenjin,Swahili,Kiaboibochi ang'alal tuwai eng tumdo,Nilifurahia kuzungumza naye kwenye sherehe
Kalenjin,Swahili,"tos,sugulishek hata cheineti boishet chegibelee tuguk","Je, ni vyuo vingapi vinavyofunza kazi ya kuchomelea? "
Kalenjin,Swahili,Tinyei ngalek chemuch kerorechi ago mile biich ochei laggokab nguno,Kizazi hiki kinachoibuka kina maoni fulani ya kuchekesha kila wakati.
Kalenjin,Swahili,Asame ale okonon kuraishek kwak ,Naomba munipee kura zenu 
Kalenjin,Swahili,Oratinwek ko teche piik chepunu komaswek chechang',Barabara zinajengwa na watu katika sehemu mbalimbali za mikoa
Kalenjin,Swahili,kisakan kaniset saetab biik che kikibar eng' boriet.,Kanisa liliandaa sala kwa watu ambao walikuwa wameuawa katika ghasia.
Kalenjin,Swahili,Tiemutik ko kewelutik che konin kasarta nebo ilapkeitu,Mitihani ni changamoto inayokupa fursa ya kung'aa.
Kalenjin,Swahili,Konech somanet kewalakee eng sobet ,Elimu inatoa fursa za kujenga na kubadilisha maisha.
Kalenjin,Swahili,Ocheru korosekab tamirmiriet che taachaksei eng taitab Kiptayat.,Na tutoeni mazao ya Kiroho yanayokubalika mbele za Mungu
Kalenjin,Swahili,Wendi emt  ab    Togo ,Anaenda nchi  ya Togo
Kalenjin,Swahili,"Tos ropon ra, chang'  polik .","Huenda mvua ikanyesha leo, mawingu yametanda."
Kalenjin,Swahili,Koma bwoti kole tos isubech,Sikutarajia kamwe kwamba angetufuata
Kalenjin,Swahili,Ngebe ole sisaat asikopit keam lokoy.,Twende mahali tulivu ili tuongee
Kalenjin,Swahili,Agase takie chego.,Ninatamani kunywa maziwa.
Kalenjin,Swahili,kiyai kaimutietab korona ko ma lekitji biik tupchesiekwak che imiandos,Janga la corona liliwafanya watu kutokua karibu na wagonjwa wao
Kalenjin,Swahili,Kikiwonan en kaa amu mawe sukul,Nilifukuzwa kwetu juu sikuenda shule
Kalenjin,Swahili,ngo ni kachen kalamitab konetinte, Nani alichukuwa kalamu ya mwalimu?
Kalenjin,Swahili,tos imuch iweckei eng sait agenge,"Je, unaweza tu kugeuka kwa sekunde?"
Kalenjin,Swahili,Jehovah ko lapkeyet ab sobondanyu,Munyu ni mwangaza wa maisha yangu kila siku
Kalenjin,Swahili,Pendi karun katiarik ab mpiret kosomani ,watu wa kucheza kesho wanaenda kucheza mpira
Kalenjin,Swahili,kikuoitun werik ak tibik.,Wavulana na wasichana sasa wamekua.
Kalenjin,Swahili,kikibe banda ne koi si keit Kimbo., Tulifika Kimbo baada ya safari ndefu.
Kalenjin,Swahili,Kikere eng chigilisiet ne kiyai kibagengeitab Transparency kole eng konekit kole kikotiem emotinwekab afrika nebo murot tai koborie nametab osoya ,Tunaona kwamba uchunguzi uliofanywa na Shirika la Transparency International hivi karibuni unasema kuwa nchi za Jumuiya ya Afrika Mashariki zimefanya vyema duniani katika kupambana na ufisadi.
Kalenjin,Swahili,kimenyish kosubkei ak magennyo,Aliishi kulingana na matarajio yetu
Kalenjin,Swahili,Koikeny Ieku ne mwae kongoi eng sopet,Daima kuwa na shukrani kwa maisha.
Kalenjin,Swahili,EACC ko agenge eng kamatit nebo atebet nemwoe akeborie nametab osoya ,Tume ya EACC ni tume mojawapo ya maadili na kupambana na ufisadi nchini.
Kalenjin,Swahili,akase ale atinye chokchinet.,Ninahisi kama nina haraka kila wakati
Kalenjin,Swahili,Ongebe  kesoman en pitonin karoon,Tuende tusome huko ngambo kesho 
Kalenjin,Swahili,mamito chi ne maingen ne kikosirto Mandela eng' emet,Hakuna mtu asiyemjua hayati Mandela nchini
Kalenjin,Swahili,Kikeesio boret ab psoinik eng emg emeotunwek chechang,Vita vya jogoo vimepigwa marufuku katika nchi nyingi
Kalenjin,Swahili,konu kesutik chemiach nyukunyek,Ardhi huleta mazao mengi.
Kalenjin,Swahili,Masomani  pik  che Miten  en west pokot ,watu  hawasomi kule west pokot
Kalenjin,Swahili,Imuchi chemung'araindet koalda tugukchi eng musong'natet,Mwanabiashara anaweza kuuza bidhaa zake akitumia teknolojia
Kalenjin,Swahili, Ortinwek che bo betusiechuk keboisie agenge eng agenge che uu keronchii beek mbaree., Mbinu za kisasa hutumika katika kilimo kama vile umwagiliaji  wa maji moja kwa moja.
Kalenjin,Swahili,Bandab tulweetab Kilimanjaro kokitinyei kaimutiik cheechen.,Safari ya mlima Kilimanjaro ilikuwa changamoto kubwa.
Kalenjin,Swahili,Nyolu koek mungaret ne igiiligei asi koek ne keljinot eng siret ,Biashara nzuri ni ile inayojitahidi kuwa bora katika soko
Kalenjin,Swahili,Ka ager pichaisiek che kibir eng Paris ,Acha nione picha ulizopiga huko Paris
Kalenjin,Swahili,"akot nda kinereksot sigik chich, kiakutil inendet aku mawolei","Ingawa wazazi wangepandwa na mori, huo ulikuwa uamuz ambao Mandela asingebadilisha."
Kalenjin,Swahili,kokopet piik sikik kwai anan tilionutik che legit, watu wamepoteza wazazi au watu wao wa karibu.
Kalenjin,Swahili,lembech kotiu orogenet,uwongo huleta uoga
Kalenjin,Swahili,"Tos, ibaibaichini robinikab arawet chebo nguno?","Je, umeridhika na mshahara wako wa sasa?"
Kalenjin,Swahili,Arap loo kebaru tuguk kab biik eng emetab London ,June ni msimu wa jamii mjini London
Kalenjin,Swahili,Aame amitwookik anb bet ak chepkametinyu nguni.,Ninakula chakula cha mchana na dada yangu sasa hivi
Kalenjin,Swahili,kiibu hasaret nito nunetab kesutik,Hii ni kutokana na hasara inayosababishwa na kuoza kwa zao hilo.
Kalenjin,Swahili,Kikikonon kainanoe amu kikisichon ya kiyamat,Nilizaliwa wakati wa kiangazi ndio maana nikapewa hilo jina
Kalenjin,Swahili,Kyalupan Yen elubut tuptem eng kito noto nekikase,Nililipa yen elfu ishirini kwa kifaa hicho cha kusikia.
Kalenjin,Swahili,Kaine sigomeche kobar chi age tugul?,Kwa nini mtu yeyote atake kuniua?
Kalenjin,Swahili,Kimwa kanyoindet kole ee kerchek konyil somok eng' betut,Daktari alisema akunywe dawa mara tati kwa siku
Kalenjin,Swahili,kot keegun akenge ko achek che kimen,Umoja wetu ni nguvu yetu kubwa.
Kalenjin,Swahili,Kitinye ke ke kelutyet nyi berurto,Alihusisha mafanikio yake na bahati nzuri
Kalenjin,Swahili,mwo ami aginye eng saishe che ngering.,Nitakuwa nawe baada ya dakika chache
Kalenjin,Swahili,Imuchi kobo rirenet ako kararan ,Skating barafu inaweza kuwa neema na nzuri
Kalenjin,Swahili,Kowendot kotomo kwamis nebo pet,Alichukua matembezi kabla ya kifungua kinywa
Kalenjin,Swahili,Cheyanatin kokonem saet ab kanyaiset eng biik chikitindo miando,Waumini walitoa maombi ya uponyaji kwa wale wanaokabiliwa na maradhi.
Kalenjin,Swahili,magaat konyor nderefaishek saishek cheyome koruiyo asigogerta nyasusiet ,Ni vyema madereva kupata usingizi wa kutosha ili kuzuia ajali barabarani.
Kalenjin,Swahili,Kikimut sipitali  inendet kotienge  nyasutiet ab oret,Alipelekwa jali ya barabara
Kalenjin,Swahili,imuchi kotoretech jeshit kityo,Ni jeshi tu ambalo linaweza kutusaidia.
Kalenjin,Swahili,Yai eng chepchepindo anan iletuu eng sukul,"Fanya haraka, au utachelewa shuleni"
Kalenjin,Swahili,mukumwochi chii age tugul akobo kiyoe koyaaka,Atamwambia kila mtu juu ya tukio hilo.
Kalenjin,Swahili,amon metit,naumwa na kichwa
Kalenjin,Swahili,kiimuch  somanee kwonyik ak murenik kokerkeit, Elimu imewezesha wanawake na wanaume kuwa sawa.
Kalenjin,Swahili,"Nebo aeng ,beit ab keturek,keswek ak jebet ko regu si moboishe rabinik che nyoru eng' kesutik","Pili , bei ya mbolea, mbegu, jembe kushuka ili wakulima wasitumie pesa zote walizopata kununua bidhaa hizo ili wasipate hasara badala ya faida."
Kalenjin,Swahili,Samakchat ne kipelei ak limau ko anyiny,Samaki wa kuchoma na limau ni tamu.
Kalenjin,Swahili,Kitomkai aro kit nekararan kosir notok.,Sikuwahi kuona kitu kizuri zaidi ya hicho.
Kalenjin,Swahili,agase ale atinye keljin eng' betut ab raini,Ninahisi kama nitakuwa na bahati usiku wa leo
Kalenjin,Swahili,Mito piik che name asoya eng' kandoinatet,Isitoshe kuna watu wanashika hongo uongozini
Kalenjin,Swahili,Kingolchikei,alijisemesha.   
Kalenjin,Swahili,Tinyei agui nenyi kipchirchir sesenik chegoromen ochei ,Babu wake kipchirchir ako na mbwa wakali sana
Kalenjin,Swahili,koletap ketik kopo kamanut,Kupanda miti ni muhimu.
Kalenjin,Swahili,alak  eng' lagok  ko birei beek eng aino,Baadhi ya watoto wanaogelea mtoni
Kalenjin,Swahili,Kitoretigei eng betut ab miyando, Tunasaidiana katika kipindi cha magonjwa.
Kalenjin,Swahili,Kale Kibet mainen kiy aketukul akopa Jerop,Kibet anadai hajui chochote kuhusu Jerop
Kalenjin,Swahili,Chebyosok komakat keyanjin koek nenywa tuguk.,Wanawake wanapaswa kuruhusiwa kumiliki mali.
Kalenjin,Swahili,Korom kenyoru boisheet nekararan betushek chu,Ni vigumu kupata kazi nzuri siku hizi
Kalenjin,Swahili,Mwaitaet kukurei alik,Matangazo huvutia wateja wapya.
Kalenjin,Swahili,Magaat kotililen korikchook betut age tugul,Nyumba zetu ziwe safi kilaa saa
Kalenjin,Swahili,Maiyek ko makararan en lakok,Pombe si nzuri kwa watoto
Kalenjin,Swahili,"Tos,imwowo chengering agoba inye?","Je, unaweza kuniambia machache kukuhusu?"
Kalenjin,Swahili,"Moikochini Abdul kasarta komuny, kiwol Kipokeo ","Yule Abdul hampi muda wa kupumzika, Kipokeo akajibu."
Kalenjin,Swahili,Eng sobennyo tugul kiboiboi ,Na baridi mawazo yangu ya joto;
Kalenjin,Swahili,Masir sekalit kanetik ,Serikali imeshindwa kuajiri walimu.
Kalenjin,Swahili,Wamunee nebo asubuhi biichu?---,Habari za asubuhi watu?
Kalenjin,Swahili,kiit nemie en kabotisheko kerub kiit neuu kimintee, Kitu muhimu kataika kilimo ni kuzingatia hali ya udongo.
Kalenjin,Swahili,Kimii kaniset eng amndaet ab betut ab pasaka eng jumambili noto,Kanisa lilishiriki katika ibada ya mapambazuko ya pamoja kwa Jumapili ya Pasaka.
Kalenjin,Swahili,kimeyo pik che tuten eny boriet ,Watu wachche walikufa kwa vita
Kalenjin,Swahili,atinye boisie neoo ne ayoe kemoutab ra,Nina kazi kubwa ya kufanya usiku wa leo
Kalenjin,Swahili,Ki chorondok agoi tun kotungei,Walikua marafiki hadi siku wakaoana
Kalenjin,Swahili,Achame komeng'isot biik eng' kalyet ak chomiet,Ninapenda kuona watu wakiishi kwa amani na upendo
Kalenjin,Swahili,Boisie ortinwek che nyolunotin kogon naet eng  bororiet agobo tuguk che mi siret,Matumizi ya njia sambamba za kujulisha jamii juu ya bidhaa kwenye soko
Kalenjin,Swahili,kenem tyongikab tumin eng oret,Wanyama pori barabarani waondolewe.
Kalenjin,Swahili, ye ipir esabu ko betushe tepte m ak tisap eng kenyii.,Iwapo utapiga hesabu ya siku  hizo kwa mwaka mzima utapata ni siku ishirini na saba.
Kalenjin,Swahili,Aaljini kamennyu karit anendet,Mimi nitamnunulia mama yangu gari
Kalenjin,Swahili,nekibwaten ko kim keyanchin bik koba ematunwek alak,Mfano mzuri ni pale wananchi walizuiwa kuingia nchi zingine.
Kalenjin,Swahili,Nandiek ko ki biik koroshiot,Wainka walikuwa watu wa kidini
Kalenjin,Swahili,Kower tirisyet serutap Kemoi.,Kemoi  aligongwa pua lake na dirisha
Kalenjin,Swahili,Ami atyeme kengalal chebo nguno ,Ninajaribu kuingilia mawasiliano ya mfumo huu.
Kalenjin,Swahili,Kibaibaitynchini betut ab sikik, Tunasherehekea siku ya wazazi.
Kalenjin,Swahili,kiisu ya kiwisei eng' chokchinet neoo, Alianguka alipokuwa anakimbia kwa kasi
Kalenjin,Swahili,  Mokechobon aengeny Rashid chorwenyu.,Nitaumbwa tena Rashid ndugu yangu.
Kalenjin,Swahili,Akitekis sikiku si kotesa petushek en nywen ,Ukitii wazazi siku za kuishi utaongezewa
Kalenjin,Swahili,Magetab Asisi kokimoturei ko ngungunye agobo rerunetab kamenyi Emali ,Azma ya Asisi ilikuwa kwamba hatashinda akilalama juu ya upungufu wa mama yake; Emali.
Kalenjin,Swahili,Mamitei mesundei eng� oloto ,Hakuna giza hapo
Kalenjin,Swahili,Ko nam chi choo eut ab wertonno,Mtu huyo alimshika mvulana huyo mkono
Kalenjin,Swahili,mito barak ng'emsetab timdo eng emet,uharibifu wa misitu ipo juu sana humu nchini.
Kalenjin,Swahili,Tilei sumekchik konyil agenge eng arawet,Anakata nywele zake mara moja kwa mwezi
Kalenjin,Swahili,Magaat indene ngolyongung sait tugul,Unapaswa kuweka neno lako kila wakati
Kalenjin,Swahili,arue anete ya kaakas atindiondetab gogoe,Mimi hulala baada ya kuskiliza hadithi ya bibi
Kalenjin,Swahili,keteshet komito eng' kwenet ab emet,Kituo kiko katikati ya jiji
Kalenjin,Swahili,Muuch imwaa kiy agetugul nimache ,Unaweza kusema chochote unachotaka
Kalenjin,Swahili,memeke kiy,Ila usijali.
Kalenjin,Swahili,Kiibokji Ripik ab kalyet Suktet Komakiichamchi,Jeshi lilishambulia kijiji bila maagizo ya moja kwa moja.
Kalenjin,Swahili, Eng yu kimii ko kelee kongaran,Huku kwetu tunasema ni kungaa
Kalenjin,Swahili,Serikali nemi kandoinatet koborie kibagengeisiek chu eng chokchinet kouye magat,Serikali iliyo mamlakani ishughulikie mfumo wa vikundi hivi kwa haraka ipasavyo .
Kalenjin,Swahili,ki imanda kele kiabir aboisien sokonwe,ni ukweli kuwa nilimpiga kwa kiboko
Kalenjin,Swahili,Kinyoru kaimetapkei ak sikik kuk?,Ulipata shida na wazazi wako?
